exp_date,genotype_class,genotype,miRNA,feeding_capillary,blank_capillary
20101122,UAS-miRNA,UAS-miR-iab-4/+,miR-iab-4,3,2.23
20101123,UAS-miRNA,UAS-miR-iab-4/+,miR-iab-4,3.2,2.45
20101124,UAS-miRNA,UAS-miR-iab-4/+,miR-iab-4,3.1,2.45
20101124,UAS-miRNA,UAS-miR-iab-4/+,miR-iab-4,3.2,2.45
20101124,UAS-miRNA,UAS-miR-iab-4/+,miR-iab-4,3.1,2.45
20101125,UAS-miRNA,UAS-miR-iab-4/+,miR-iab-4,2.9,2
20101126,UAS-miRNA,UAS-miR-iab-4/+,miR-iab-4,3,2.125
20101126,UAS-miRNA,UAS-miR-iab-4/+,miR-iab-4,2.8,2.125
20101126,UAS-miRNA,UAS-miR-iab-4/+,miR-iab-4,2.9,2.125
20101126,UAS-miRNA,UAS-miR-iab-4/+,miR-iab-4,3,2.125
20101127,UAS-miRNA,UAS-miR-iab-4/+,miR-iab-4,2.9,2
20101122,S106>miRNA,S106-GAL4/UAS-miR-iab-4,miR-iab-4,3.4,2.23
20101122,S106>miRNA,S106-GAL4/UAS-miR-iab-4,miR-iab-4,3.6,2.23
20101123,S106>miRNA,S106-GAL4/UAS-miR-iab-4,miR-iab-4,3.5,2.45
20101123,S106>miRNA,S106-GAL4/UAS-miR-iab-4,miR-iab-4,3.3,2.45
20101123,S106>miRNA,S106-GAL4/UAS-miR-iab-4,miR-iab-4,3.1,2.45
20101123,S106>miRNA,S106-GAL4/UAS-miR-iab-4,miR-iab-4,3.4,2.45
20101124,S106>miRNA,S106-GAL4/UAS-miR-iab-4,miR-iab-4,3.4,2.45
20101124,S106>miRNA,S106-GAL4/UAS-miR-iab-4,miR-iab-4,3.7,2.45
20101124,S106>miRNA,S106-GAL4/UAS-miR-iab-4,miR-iab-4,3.5,2.45
20101124,S106>miRNA,S106-GAL4/UAS-miR-iab-4,miR-iab-4,3.3,2
20101124,S106>miRNA,S106-GAL4/UAS-miR-iab-4,miR-iab-4,3.1,2
20101125,S106>miRNA,S106-GAL4/UAS-miR-iab-4,miR-iab-4,3,2.125
20101125,S106>miRNA,S106-GAL4/UAS-miR-iab-4,miR-iab-4,2.9,2.125
20101125,S106>miRNA,S106-GAL4/UAS-miR-iab-4,miR-iab-4,2.8,2
20101125,S106>miRNA,S106-GAL4/UAS-miR-iab-4,miR-iab-4,2.7,2
20101122,UAS-miRNA,UAS-miR-1/+,miR-1,3,2.23
20101122,UAS-miRNA,UAS-miR-1/+,miR-1,3.8,2.23
20101122,UAS-miRNA,UAS-miR-1/+,miR-1,3.1,2.23
20101123,UAS-miRNA,UAS-miR-1/+,miR-1,3.2,2.45
20101123,UAS-miRNA,UAS-miR-1/+,miR-1,3.5,2.45
20101124,UAS-miRNA,UAS-miR-1/+,miR-1,3.8,2.45
20101124,UAS-miRNA,UAS-miR-1/+,miR-1,3,2.45
20101124,UAS-miRNA,UAS-miR-1/+,miR-1,3.4,2.45
20101125,UAS-miRNA,UAS-miR-1/+,miR-1,3.4,2
20101125,UAS-miRNA,UAS-miR-1/+,miR-1,3.2,2
20101125,UAS-miRNA,UAS-miR-1/+,miR-1,3.4,2
20101126,UAS-miRNA,UAS-miR-1/+,miR-1,3.2,2.125
20101126,UAS-miRNA,UAS-miR-1/+,miR-1,3.6,2.125
20101126,UAS-miRNA,UAS-miR-1/+,miR-1,3.6,2.125
20101127,UAS-miRNA,UAS-miR-1/+,miR-1,3.1,2
20101127,UAS-miRNA,UAS-miR-1/+,miR-1,2.8,2
20101127,UAS-miRNA,UAS-miR-1/+,miR-1,2.8,2
20101122,S106>miRNA,S106-GAL4/UAS-miR-1,miR-1,3.8,2.23
20101122,S106>miRNA,S106-GAL4/UAS-miR-1,miR-1,3.1,2.23
20101122,S106>miRNA,S106-GAL4/UAS-miR-1,miR-1,3.2,2.23
20101122,S106>miRNA,S106-GAL4/UAS-miR-1,miR-1,3.8,2.23
20101123,S106>miRNA,S106-GAL4/UAS-miR-1,miR-1,3.2,2.45
20101123,S106>miRNA,S106-GAL4/UAS-miR-1,miR-1,2.9,2.45
20101123,S106>miRNA,S106-GAL4/UAS-miR-1,miR-1,3.1,2.45
20101124,S106>miRNA,S106-GAL4/UAS-miR-1,miR-1,3.3,2.45
20101125,S106>miRNA,S106-GAL4/UAS-miR-1,miR-1,3,2
20101125,S106>miRNA,S106-GAL4/UAS-miR-1,miR-1,3.4,2
20101125,S106>miRNA,S106-GAL4/UAS-miR-1,miR-1,3.8,2
20101126,S106>miRNA,S106-GAL4/UAS-miR-1,miR-1,2.9,2.125
20101126,S106>miRNA,S106-GAL4/UAS-miR-1,miR-1,3.2,2.125
20101126,S106>miRNA,S106-GAL4/UAS-miR-1,miR-1,2.9,2.125
20101126,S106>miRNA,S106-GAL4/UAS-miR-1,miR-1,2.8,2.125
20101126,S106>miRNA,S106-GAL4/UAS-miR-1,miR-1,3.2,2.125
20101127,S106>miRNA,S106-GAL4/UAS-miR-1,miR-1,3.2,2
20101127,S106>miRNA,S106-GAL4/UAS-miR-1,miR-1,3.1,2
20101127,S106>miRNA,S106-GAL4/UAS-miR-1,miR-1,3,2
20101127,S106>miRNA,S106-GAL4/UAS-miR-1,miR-1,2.8,2
20101119,UAS-miRNA,UAS-miR-5/+,miR-5,3.4,2.2
20101119,UAS-miRNA,UAS-miR-5/+,miR-5,3.5,2.2
20101120,UAS-miRNA,UAS-miR-5/+,miR-5,3.1,2.46
20101120,UAS-miRNA,UAS-miR-5/+,miR-5,3.1,2.46
20101120,UAS-miRNA,UAS-miR-5/+,miR-5,3,2.46
20101122,UAS-miRNA,UAS-miR-5/+,miR-5,3.5,2.23
20101122,UAS-miRNA,UAS-miR-5/+,miR-5,3.2,2.23
20101122,UAS-miRNA,UAS-miR-5/+,miR-5,2.9,2.23
20101122,UAS-miRNA,UAS-miR-5/+,miR-5,2.8,2.23
20101122,UAS-miRNA,UAS-miR-5/+,miR-5,3.1,2.23
20101123,UAS-miRNA,UAS-miR-5/+,miR-5,2.8,2.45
20101123,UAS-miRNA,UAS-miR-5/+,miR-5,2.8,2.45
20101123,UAS-miRNA,UAS-miR-5/+,miR-5,2.7,2.45
20101124,UAS-miRNA,UAS-miR-5/+,miR-5,3.2,2.45
20101124,UAS-miRNA,UAS-miR-5/+,miR-5,2.6,2.45
20101124,UAS-miRNA,UAS-miR-5/+,miR-5,3,2.45
20101124,UAS-miRNA,UAS-miR-5/+,miR-5,3.5,2.45
20101125,UAS-miRNA,UAS-miR-5/+,miR-5,3,2
20101125,UAS-miRNA,UAS-miR-5/+,miR-5,2.9,2
20101119,S106>miRNA,S106-GAL4/UAS-miR-5,miR-5,3.4,2.2
20101119,S106>miRNA,S106-GAL4/UAS-miR-5,miR-5,3.5,2.2
20101119,S106>miRNA,S106-GAL4/UAS-miR-5,miR-5,3.8,2.2
20101119,S106>miRNA,S106-GAL4/UAS-miR-5,miR-5,3.4,2.2
20101120,S106>miRNA,S106-GAL4/UAS-miR-5,miR-5,3.1,2.46
20101120,S106>miRNA,S106-GAL4/UAS-miR-5,miR-5,3.2,2.46
20101120,S106>miRNA,S106-GAL4/UAS-miR-5,miR-5,3,2.46
20101122,S106>miRNA,S106-GAL4/UAS-miR-5,miR-5,3.7,2.23
20101122,S106>miRNA,S106-GAL4/UAS-miR-5,miR-5,3.1,2.23
20101122,S106>miRNA,S106-GAL4/UAS-miR-5,miR-5,3.2,2.23
20101122,S106>miRNA,S106-GAL4/UAS-miR-5,miR-5,3.1,2.23
20101123,S106>miRNA,S106-GAL4/UAS-miR-5,miR-5,2.9,2.45
20101123,S106>miRNA,S106-GAL4/UAS-miR-5,miR-5,3.3,2.45
20101123,S106>miRNA,S106-GAL4/UAS-miR-5,miR-5,3.4,2.45
20101124,S106>miRNA,S106-GAL4/UAS-miR-5,miR-5,3,2.45
20101124,S106>miRNA,S106-GAL4/UAS-miR-5,miR-5,3.1,2.45
20101124,S106>miRNA,S106-GAL4/UAS-miR-5,miR-5,3.3,2.45
20101125,S106>miRNA,S106-GAL4/UAS-miR-5,miR-5,3.5,2
20101125,S106>miRNA,S106-GAL4/UAS-miR-5,miR-5,3.7,2
20101128,UAS-miRNA,UAS-miR-9a/+,miR-9a,3.1,2.03
20101128,UAS-miRNA,UAS-miR-9a/+,miR-9a,3.3,2.03
20101128,UAS-miRNA,UAS-miR-9a/+,miR-9a,3,2.03
20101129,UAS-miRNA,UAS-miR-9a/+,miR-9a,3.2,2.13
20101129,UAS-miRNA,UAS-miR-9a/+,miR-9a,2.8,2.13
20101129,UAS-miRNA,UAS-miR-9a/+,miR-9a,3.1,2.13
20101130,UAS-miRNA,UAS-miR-9a/+,miR-9a,3.1,2.1
20101130,UAS-miRNA,UAS-miR-9a/+,miR-9a,3.2,2.1
20101201,UAS-miRNA,UAS-miR-9a/+,miR-9a,3.2,2.05
20101201,UAS-miRNA,UAS-miR-9a/+,miR-9a,3.2,2.05
20101202,UAS-miRNA,UAS-miR-9a/+,miR-9a,3.5,2.425
20101202,UAS-miRNA,UAS-miR-9a/+,miR-9a,3.4,2.425
20101202,UAS-miRNA,UAS-miR-9a/+,miR-9a,3.5,2.425
20101202,UAS-miRNA,UAS-miR-9a/+,miR-9a,3.3,2.425
20101203,UAS-miRNA,UAS-miR-9a/+,miR-9a,3,2.23
20101204,UAS-miRNA,UAS-miR-9a/+,miR-9a,3.4,2.13
20101204,UAS-miRNA,UAS-miR-9a/+,miR-9a,3.4,2.13
20101204,UAS-miRNA,UAS-miR-9a/+,miR-9a,3.5,2.13
20101205,UAS-miRNA,UAS-miR-9a/+,miR-9a,3.4,2.08
20101205,UAS-miRNA,UAS-miR-9a/+,miR-9a,3.4,2.08
20101205,UAS-miRNA,UAS-miR-9a/+,miR-9a,3.1,2.08
20101205,UAS-miRNA,UAS-miR-9a/+,miR-9a,2.7,2.08
20101205,UAS-miRNA,UAS-miR-9a/+,miR-9a,2.7,2.08
20101128,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,3.1,2.03
20101128,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,2.9,2.03
20101128,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,3.5,2.03
20101128,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,3.1,2.03
20101129,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,3,2.13
20101129,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,3,2.13
20101129,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,3.5,2.13
20101129,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,3.2,2.13
20101129,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,2.9,2.13
20101130,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,3,2.1
20101130,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,3.4,2.1
20101130,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,2.9,2.1
20101201,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,3.2,2.05
20101201,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,2.9,2.05
20101201,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,2.9,2.05
20101202,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,3.1,2.425
20101202,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,3.3,2.425
20101202,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,3.3,2.425
20101202,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,3.3,2.425
20101203,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,3,2.23
20101203,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,3.1,2.23
20101203,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,3.2,2.23
20101203,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,3.3,2.23
20101204,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,3.3,2.13
20101204,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,3.3,2.13
20101204,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,3.3,2.13
20101204,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,3.2,2.13
20101205,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,3.3,2.08
20101205,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,3,2.08
20101205,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,3.3,2.08
20101205,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,3.3,2.08
20101205,S106>miRNA,S106-GAL4/UAS-miR-9a,miR-9a,3.4,2.08
20101128,UAS-miRNA,UAS-miR-10/+,miR-10,2.9,2.03
20101129,UAS-miRNA,UAS-miR-10/+,miR-10,2.9,2.13
20101129,UAS-miRNA,UAS-miR-10/+,miR-10,3.2,2.13
20101129,UAS-miRNA,UAS-miR-10/+,miR-10,2.9,2.13
20101129,UAS-miRNA,UAS-miR-10/+,miR-10,2.7,2.13
20101130,UAS-miRNA,UAS-miR-10/+,miR-10,2.9,2.1
20101130,UAS-miRNA,UAS-miR-10/+,miR-10,3,2.1
20101201,UAS-miRNA,UAS-miR-10/+,miR-10,3.2,2.05
20101202,UAS-miRNA,UAS-miR-10/+,miR-10,3.4,2.425
20101202,UAS-miRNA,UAS-miR-10/+,miR-10,3.3,2.425
20101204,UAS-miRNA,UAS-miR-10/+,miR-10,3.6,2.13
20101204,UAS-miRNA,UAS-miR-10/+,miR-10,3.5,2.13
20101205,UAS-miRNA,UAS-miR-10/+,miR-10,2.7,2.08
20101205,UAS-miRNA,UAS-miR-10/+,miR-10,2.8,2.08
20101205,UAS-miRNA,UAS-miR-10/+,miR-10,2.9,2.08
20101128,S106>miRNA,S106-GAL4/UAS-miR-10,miR-10,3.2,2.03
20101128,S106>miRNA,S106-GAL4/UAS-miR-10,miR-10,3.1,2.03
20101128,S106>miRNA,S106-GAL4/UAS-miR-10,miR-10,3.5,2.03
20101128,S106>miRNA,S106-GAL4/UAS-miR-10,miR-10,3.2,2.03
20101128,S106>miRNA,S106-GAL4/UAS-miR-10,miR-10,3.3,2.03
20101128,S106>miRNA,S106-GAL4/UAS-miR-10,miR-10,3,2.03
20101129,S106>miRNA,S106-GAL4/UAS-miR-10,miR-10,3.3,2.13
20101129,S106>miRNA,S106-GAL4/UAS-miR-10,miR-10,3.3,2.13
20101129,S106>miRNA,S106-GAL4/UAS-miR-10,miR-10,3,2.13
20101129,S106>miRNA,S106-GAL4/UAS-miR-10,miR-10,2.9,2.13
20101130,S106>miRNA,S106-GAL4/UAS-miR-10,miR-10,2.8,2.1
20101130,S106>miRNA,S106-GAL4/UAS-miR-10,miR-10,3.2,2.1
20101130,S106>miRNA,S106-GAL4/UAS-miR-10,miR-10,3,2.1
20101201,S106>miRNA,S106-GAL4/UAS-miR-10,miR-10,3,2.05
20101201,S106>miRNA,S106-GAL4/UAS-miR-10,miR-10,3.2,2.05
20101202,S106>miRNA,S106-GAL4/UAS-miR-10,miR-10,3.4,2.425
20101202,S106>miRNA,S106-GAL4/UAS-miR-10,miR-10,3.3,2.425
20101203,S106>miRNA,S106-GAL4/UAS-miR-10,miR-10,3.4,2.23
20101204,S106>miRNA,S106-GAL4/UAS-miR-10,miR-10,3.6,2.13
20101204,S106>miRNA,S106-GAL4/UAS-miR-10,miR-10,3.4,2.13
20101204,S106>miRNA,S106-GAL4/UAS-miR-10,miR-10,3.2,2.13
20101204,S106>miRNA,S106-GAL4/UAS-miR-10,miR-10,3.2,2.13
20101204,S106>miRNA,S106-GAL4/UAS-miR-10,miR-10,3.6,2.13
20101205,S106>miRNA,S106-GAL4/UAS-miR-10,miR-10,3.3,2.08
20101205,S106>miRNA,S106-GAL4/UAS-miR-10,miR-10,3.5,2.08
20101205,S106>miRNA,S106-GAL4/UAS-miR-10,miR-10,3.3,2.08
20101119,UAS-miRNA,UAS-miR-12/+,miR-12,2.7,2.2
20101119,UAS-miRNA,UAS-miR-12/+,miR-12,2.9,2.2
20101119,UAS-miRNA,UAS-miR-12/+,miR-12,3.4,2.2
20101120,UAS-miRNA,UAS-miR-12/+,miR-12,3.6,2.46
20101120,UAS-miRNA,UAS-miR-12/+,miR-12,3.4,2.46
20101120,UAS-miRNA,UAS-miR-12/+,miR-12,3.1,2.46
20101120,UAS-miRNA,UAS-miR-12/+,miR-12,3.3,2.46
20101122,UAS-miRNA,UAS-miR-12/+,miR-12,3,2.23
20101122,UAS-miRNA,UAS-miR-12/+,miR-12,3.5,2.23
20101122,UAS-miRNA,UAS-miR-12/+,miR-12,3.2,2.23
20101123,UAS-miRNA,UAS-miR-12/+,miR-12,2.9,2.45
20101124,UAS-miRNA,UAS-miR-12/+,miR-12,3,2.45
20101124,UAS-miRNA,UAS-miR-12/+,miR-12,3.3,2.45
20101125,UAS-miRNA,UAS-miR-12/+,miR-12,2.7,2
20101125,UAS-miRNA,UAS-miR-12/+,miR-12,2.8,2
20101119,S106>miRNA,S106-GAL4/UAS-miR-12,miR-12,2.8,2.2
20101119,S106>miRNA,S106-GAL4/UAS-miR-12,miR-12,3.1,2.2
20101119,S106>miRNA,S106-GAL4/UAS-miR-12,miR-12,3.5,2.2
20101120,S106>miRNA,S106-GAL4/UAS-miR-12,miR-12,3.5,2.46
20101120,S106>miRNA,S106-GAL4/UAS-miR-12,miR-12,3.5,2.46
20101120,S106>miRNA,S106-GAL4/UAS-miR-12,miR-12,3.6,2.46
20101120,S106>miRNA,S106-GAL4/UAS-miR-12,miR-12,3.4,2.46
20101122,S106>miRNA,S106-GAL4/UAS-miR-12,miR-12,3.4,2.23
20101122,S106>miRNA,S106-GAL4/UAS-miR-12,miR-12,3.4,2.23
20101122,S106>miRNA,S106-GAL4/UAS-miR-12,miR-12,3.9,2.23
20101122,S106>miRNA,S106-GAL4/UAS-miR-12,miR-12,2.9,2.23
20101122,S106>miRNA,S106-GAL4/UAS-miR-12,miR-12,3.1,2.23
20101122,S106>miRNA,S106-GAL4/UAS-miR-12,miR-12,3.9,2.23
20101123,S106>miRNA,S106-GAL4/UAS-miR-12,miR-12,2.9,2.45
20101123,S106>miRNA,S106-GAL4/UAS-miR-12,miR-12,3,2.45
20101124,S106>miRNA,S106-GAL4/UAS-miR-12,miR-12,3,2.45
20101124,S106>miRNA,S106-GAL4/UAS-miR-12,miR-12,3,2.45
20101124,S106>miRNA,S106-GAL4/UAS-miR-12,miR-12,3.3,2.45
20101125,S106>miRNA,S106-GAL4/UAS-miR-12,miR-12,3.8,2
20101125,S106>miRNA,S106-GAL4/UAS-miR-12,miR-12,3,2
20110830,UAS-miRNA,UAS-miR-14/+,miR-14,2.2,1.72
20110830,UAS-miRNA,UAS-miR-14/+,miR-14,2.15,1.72
20110830,UAS-miRNA,UAS-miR-14/+,miR-14,2.2,1.72
20110830,UAS-miRNA,UAS-miR-14/+,miR-14,2.2,1.72
20110830,UAS-miRNA,UAS-miR-14/+,miR-14,2.1,1.72
20110830,UAS-miRNA,UAS-miR-14/+,miR-14,2.3,1.72
20110831,UAS-miRNA,UAS-miR-14/+,miR-14,2.3,1.79
20110831,UAS-miRNA,UAS-miR-14/+,miR-14,2.15,1.79
20110831,UAS-miRNA,UAS-miR-14/+,miR-14,2.1,1.79
20110831,UAS-miRNA,UAS-miR-14/+,miR-14,2,1.79
20110831,UAS-miRNA,UAS-miR-14/+,miR-14,2.1,1.79
20110831,UAS-miRNA,UAS-miR-14/+,miR-14,2.3,1.79
20110831,UAS-miRNA,UAS-miR-14/+,miR-14,2.3,1.79
20110901,UAS-miRNA,UAS-miR-14/+,miR-14,2,1.6
20110901,UAS-miRNA,UAS-miR-14/+,miR-14,2.15,1.6
20110901,UAS-miRNA,UAS-miR-14/+,miR-14,2.2,1.6
20110901,UAS-miRNA,UAS-miR-14/+,miR-14,2.1,1.6
20110901,UAS-miRNA,UAS-miR-14/+,miR-14,2.05,1.6
20110901,UAS-miRNA,UAS-miR-14/+,miR-14,2.25,1.6
20110901,UAS-miRNA,UAS-miR-14/+,miR-14,2.1,1.6
20110901,UAS-miRNA,UAS-miR-14/+,miR-14,2.1,1.6
20110902,UAS-miRNA,UAS-miR-14/+,miR-14,2,1.72
20110902,UAS-miRNA,UAS-miR-14/+,miR-14,2.3,1.72
20110902,UAS-miRNA,UAS-miR-14/+,miR-14,2.15,1.72
20110902,UAS-miRNA,UAS-miR-14/+,miR-14,2.1,1.72
20110902,UAS-miRNA,UAS-miR-14/+,miR-14,2,1.72
20110902,UAS-miRNA,UAS-miR-14/+,miR-14,2,1.72
20110902,UAS-miRNA,UAS-miR-14/+,miR-14,2.1,1.72
20110902,UAS-miRNA,UAS-miR-14/+,miR-14,2.3,1.72
20110902,UAS-miRNA,UAS-miR-14/+,miR-14,2.2,1.72
20110830,S106>miRNA,S106-GAL4/UAS-miR-14,miR-14,2.2,1.72
20110830,S106>miRNA,S106-GAL4/UAS-miR-14,miR-14,2.25,1.72
20110830,S106>miRNA,S106-GAL4/UAS-miR-14,miR-14,2.2,1.72
20110830,S106>miRNA,S106-GAL4/UAS-miR-14,miR-14,2.4,1.72
20110830,S106>miRNA,S106-GAL4/UAS-miR-14,miR-14,2.4,1.72
20110831,S106>miRNA,S106-GAL4/UAS-miR-14,miR-14,2.2,1.79
20110831,S106>miRNA,S106-GAL4/UAS-miR-14,miR-14,2.3,1.79
20110831,S106>miRNA,S106-GAL4/UAS-miR-14,miR-14,2,1.79
20110831,S106>miRNA,S106-GAL4/UAS-miR-14,miR-14,2.1,1.79
20110831,S106>miRNA,S106-GAL4/UAS-miR-14,miR-14,2.3,1.79
20110831,S106>miRNA,S106-GAL4/UAS-miR-14,miR-14,2.2,1.79
20110901,S106>miRNA,S106-GAL4/UAS-miR-14,miR-14,2.3,1.6
20110901,S106>miRNA,S106-GAL4/UAS-miR-14,miR-14,2.25,1.6
20110901,S106>miRNA,S106-GAL4/UAS-miR-14,miR-14,2.2,1.6
20110901,S106>miRNA,S106-GAL4/UAS-miR-14,miR-14,2.2,1.6
20110901,S106>miRNA,S106-GAL4/UAS-miR-14,miR-14,2.1,1.6
20110901,S106>miRNA,S106-GAL4/UAS-miR-14,miR-14,2.1,1.6
20110901,S106>miRNA,S106-GAL4/UAS-miR-14,miR-14,2.2,1.6
20110902,S106>miRNA,S106-GAL4/UAS-miR-14,miR-14,2.1,1.72
20110902,S106>miRNA,S106-GAL4/UAS-miR-14,miR-14,2.3,1.72
20110902,S106>miRNA,S106-GAL4/UAS-miR-14,miR-14,2,1.72
20110902,S106>miRNA,S106-GAL4/UAS-miR-14,miR-14,2.2,1.72
20110902,S106>miRNA,S106-GAL4/UAS-miR-14,miR-14,2.05,1.72
20110902,S106>miRNA,S106-GAL4/UAS-miR-14,miR-14,2,1.72
20110902,S106>miRNA,S106-GAL4/UAS-miR-14,miR-14,2.25,1.72
20101129,UAS-miRNA,UAS-miR-31/+,miR-31,3.3,2.13
20101129,UAS-miRNA,UAS-miR-31/+,miR-31,3.6,2.13
20101130,UAS-miRNA,UAS-miR-31/+,miR-31,2.7,2.1
20101130,UAS-miRNA,UAS-miR-31/+,miR-31,3.1,2.1
